"","ID","block","risk","p.left","change","trial","prediction","outcome"
"69",10558,1,"low",0.15,NA,69,"left","right"
"70",10558,1,"low",0.15,NA,70,"left","right"
"71",10558,1,"low",0.15,NA,71,"left","right"
"72",10558,1,"low",0.15,NA,72,"left","right"
"73",10558,1,"low",0.15,NA,73,"left","right"
"74",10558,1,"low",0.15,NA,74,"left","right"
"75",10558,1,"low",0.15,NA,75,"left","right"
"76",10558,1,"low",0.15,NA,76,"right","right"
"77",10558,1,"low",0.15,NA,77,"right","left"
"78",10558,1,"low",0.15,NA,78,"left","right"
"79",10558,1,"low",0.15,NA,79,"right","left"
"80",10558,1,"low",0.15,NA,80,"left","right"
"81",10558,1,"high",0.6,NA,81,"right","right"
"82",10558,1,"high",0.6,NA,82,"right","left"
"83",10558,1,"high",0.6,NA,83,"left","left"
"84",10558,1,"high",0.6,NA,84,"left","left"
"85",10558,1,"high",0.6,NA,85,"left","right"
"86",10558,1,"high",0.6,NA,86,"right","right"
"87",10558,1,"high",0.6,NA,87,"right","left"
"88",10558,1,"high",0.6,NA,88,"right","left"
"89",10558,1,"high",0.6,NA,89,"left","left"
"90",10558,1,"high",0.6,NA,90,"left","right"
"91",10558,1,"high",0.6,NA,91,"right","left"
"92",10558,1,"high",0.6,NA,92,"right","left"
"93",10558,1,"high",0.6,NA,93,"right","left"
"94",10558,1,"high",0.6,NA,94,"right","right"
"95",10558,1,"high",0.6,NA,95,"left","left"
"96",10558,1,"high",0.6,NA,96,"left","left"
"97",10558,1,"low",0.15,NA,97,"right","right"
"98",10558,1,"low",0.15,NA,98,"right","right"
"99",10558,1,"low",0.15,NA,99,"right","left"
"100",10558,1,"low",0.15,NA,100,"right","right"
"101",10558,1,"low",0.15,NA,101,"right","right"
"102",10558,1,"low",0.15,NA,102,"left","right"
"103",10558,1,"low",0.15,NA,103,"left","right"
"104",10558,1,"low",0.15,NA,104,"left","right"
"105",10558,1,"low",0.15,NA,105,"right","right"
"106",10558,1,"low",0.15,NA,106,"right","right"
"107",10558,1,"low",0.15,NA,107,"right","right"
"108",10558,1,"low",0.15,NA,108,"right","right"
"109",10558,1,"low",0.15,NA,109,"right","right"
"110",10558,1,"low",0.15,NA,110,"right","right"
"111",10558,1,"low",0.15,NA,111,"left","right"
"112",10558,1,"low",0.15,NA,112,"left","left"
"113",10558,1,"low",0.15,NA,113,"right","right"
"114",10558,1,"low",0.15,NA,114,"right","right"
"115",10558,1,"low",0.15,NA,115,"right","right"
"116",10558,1,"low",0.15,NA,116,"right","right"
"117",10558,1,"low",0.15,NA,117,"right","right"
"118",10558,1,"low",0.15,NA,118,"left","right"
"119",10558,1,"low",0.15,NA,119,"left","left"
"120",10558,1,"low",0.15,NA,120,"left","left"
"121",10558,1,"high",0.4,NA,121,"left","left"
"122",10558,1,"high",0.4,NA,122,"left","right"
"123",10558,1,"high",0.4,NA,123,"right","right"
"124",10558,1,"high",0.4,NA,124,"left","right"
"125",10558,1,"high",0.4,NA,125,"left","left"
"126",10558,1,"high",0.4,NA,126,"right","left"
"127",10558,1,"high",0.4,NA,127,"left","right"
"128",10558,1,"high",0.4,NA,128,"right","left"
"129",10558,1,"high",0.4,NA,129,"right","right"
"130",10558,1,"high",0.4,NA,130,"left","right"
"131",10558,1,"high",0.4,NA,131,"right","left"
"132",10558,1,"high",0.4,NA,132,"left","right"
"133",10558,1,"high",0.4,NA,133,"right","right"
"134",10558,1,"high",0.4,NA,134,"left","right"
"135",10558,1,"high",0.4,NA,135,"left","right"
"136",10558,1,"high",0.4,NA,136,"right","right"
"137",10558,1,"low",0.85,NA,137,"right","left"
"138",10558,1,"low",0.85,NA,138,"left","left"
"139",10558,1,"low",0.85,NA,139,"right","left"
"140",10558,1,"low",0.85,NA,140,"left","left"
"141",10558,1,"low",0.85,NA,141,"left","left"
"142",10558,1,"low",0.85,NA,142,"left","left"
"143",10558,1,"low",0.85,NA,143,"right","right"
"144",10558,1,"low",0.85,NA,144,"right","left"
"145",10558,1,"low",0.85,NA,145,"right","left"
"146",10558,1,"low",0.85,NA,146,"right","left"
"147",10558,1,"low",0.85,NA,147,"right","left"
"148",10558,1,"low",0.85,NA,148,"left","left"
"149",10558,1,"low",0.85,NA,149,"left","right"
"150",10558,1,"low",0.85,NA,150,"left","right"
"151",10558,1,"low",0.85,NA,151,"left","left"
"152",10558,1,"low",0.85,NA,152,"right","left"
"153",10558,1,"low",0.85,NA,153,"left","left"
"154",10558,1,"low",0.85,NA,154,"left","left"
"155",10558,1,"low",0.85,NA,155,"left","left"
"156",10558,1,"low",0.85,NA,156,"left","left"
"157",10558,1,"low",0.85,NA,157,"left","left"
"158",10558,1,"low",0.85,NA,158,"left","left"
"159",10558,1,"low",0.85,NA,159,"left","left"
"160",10558,1,"low",0.85,NA,160,"left","left"
"161",13746,1,"low",0.85,NA,1,"left","left"
"162",13746,1,"low",0.85,NA,2,"left","right"
"163",13746,1,"low",0.85,NA,3,"right","left"
"164",13746,1,"low",0.85,NA,4,"left","left"
"165",13746,1,"low",0.85,NA,5,"left","left"
"166",13746,1,"low",0.85,NA,6,"left","left"
"167",13746,1,"low",0.85,NA,7,"left","left"
"168",13746,1,"low",0.85,NA,8,"left","right"
"169",13746,1,"low",0.85,NA,9,"right","left"
"170",13746,1,"low",0.85,NA,10,"left","left"
"171",13746,1,"low",0.85,NA,11,"left","left"
"172",13746,1,"low",0.85,NA,12,"left","left"
"173",13746,1,"low",0.85,NA,13,"left","left"
"174",13746,1,"low",0.85,NA,14,"left","right"
"175",13746,1,"low",0.85,NA,15,"right","left"
"176",13746,1,"low",0.85,NA,16,"left","left"
"177",13746,1,"low",0.85,NA,17,"left","left"
"178",13746,1,"low",0.85,NA,18,"left","left"
"179",13746,1,"low",0.85,NA,19,"left","left"
"180",13746,1,"low",0.85,NA,20,"left","right"
"181",13746,1,"high",0.4,NA,21,"left","left"
"182",13746,1,"high",0.4,NA,22,"left","left"
"183",13746,1,"high",0.4,NA,23,"left","left"
"184",13746,1,"high",0.4,NA,24,"left","right"
"185",13746,1,"high",0.4,NA,25,"left","right"
"186",13746,1,"high",0.4,NA,26,"left","left"
"187",13746,1,"high",0.4,NA,27,"left","right"
"188",13746,1,"high",0.4,NA,28,"left","right"
"189",13746,1,"high",0.4,NA,29,"left","left"
"190",13746,1,"high",0.4,NA,30,"left","right"
"191",13746,1,"high",0.4,NA,31,"left","left"
"192",13746,1,"high",0.4,NA,32,"left","left"
"193",13746,1,"high",0.4,NA,33,"left","left"
"194",13746,1,"high",0.4,NA,34,"left","right"
"195",13746,1,"high",0.4,NA,35,"right","right"
"196",13746,1,"high",0.4,NA,36,"right","right"
"197",13746,1,"high",0.4,NA,37,"right","left"
"198",13746,1,"high",0.4,NA,38,"left","right"
"199",13746,1,"high",0.4,NA,39,"left","right"
"200",13746,1,"high",0.4,NA,40,"right","right"
"201",13746,1,"high",0.4,NA,41,"right","right"
"202",13746,1,"high",0.4,NA,42,"right","left"
"203",13746,1,"high",0.4,NA,43,"left","left"
"204",13746,1,"high",0.4,NA,44,"left","right"
"205",13746,1,"high",0.6,NA,45,"left","left"
"206",13746,1,"high",0.6,NA,46,"left","left"
"207",13746,1,"high",0.6,NA,47,"left","right"
"208",13746,1,"high",0.6,NA,48,"left","right"
"209",13746,1,"high",0.6,NA,49,"right","right"
"210",13746,1,"high",0.6,NA,50,"right","right"
"211",13746,1,"high",0.6,NA,51,"right","left"
"212",13746,1,"high",0.6,NA,52,"left","left"
"213",13746,1,"high",0.6,NA,53,"right","left"
"214",13746,1,"high",0.6,NA,54,"left","right"
"215",13746,1,"high",0.6,NA,55,"left","left"
"216",13746,1,"high",0.6,NA,56,"left","left"
"217",13746,1,"high",0.6,NA,57,"left","left"
"218",13746,1,"high",0.6,NA,58,"left","left"
"219",13746,1,"high",0.6,NA,59,"left","left"
"220",13746,1,"high",0.6,NA,60,"left","right"
"221",13746,1,"high",0.6,NA,61,"left","left"
"222",13746,1,"high",0.6,NA,62,"left","left"
"223",13746,1,"high",0.6,NA,63,"left","left"
"224",13746,1,"high",0.6,NA,64,"left","right"
"225",13746,1,"low",0.15,NA,65,"right","right"
"226",13746,1,"low",0.15,NA,66,"right","right"
"227",13746,1,"low",0.15,NA,67,"right","right"
"228",13746,1,"low",0.15,NA,68,"right","right"
"229",13746,1,"low",0.15,NA,69,"right","right"
"230",13746,1,"low",0.15,NA,70,"right","left"
"231",13746,1,"low",0.15,NA,71,"right","right"
"232",13746,1,"low",0.15,NA,72,"right","right"
"233",13746,1,"low",0.15,NA,73,"right","right"
"234",13746,1,"low",0.15,NA,74,"right","right"
"235",13746,1,"low",0.15,NA,75,"right","right"
"236",13746,1,"low",0.15,NA,76,"right","right"
"237",13746,1,"low",0.15,NA,77,"right","left"
"238",13746,1,"low",0.15,NA,78,"left","right"
"239",13746,1,"low",0.15,NA,79,"left","right"
"240",13746,1,"low",0.15,NA,80,"left","right"
"241",13746,1,"high",0.6,NA,81,"left","right"
"242",13746,1,"high",0.6,NA,82,"left","left"
"243",13746,1,"high",0.6,NA,83,"left","right"
"244",13746,1,"high",0.6,NA,84,"right","left"
"245",13746,1,"high",0.6,NA,85,"left","left"
"246",13746,1,"high",0.6,NA,86,"left","right"
"247",13746,1,"high",0.6,NA,87,"right","left"
"248",13746,1,"high",0.6,NA,88,"left","right"
"249",13746,1,"high",0.6,NA,89,"left","left"
"250",13746,1,"high",0.6,NA,90,"left","left"
"251",13746,1,"high",0.6,NA,91,"left","left"
"252",13746,1,"high",0.6,NA,92,"left","right"
"253",13746,1,"high",0.6,NA,93,"right","left"
"254",13746,1,"high",0.6,NA,94,"left","left"
"255",13746,1,"high",0.6,NA,95,"left","right"
"256",13746,1,"high",0.6,NA,96,"left","right"
"257",13746,1,"low",0.15,NA,97,"right","right"
"258",13746,1,"low",0.15,NA,98,"right","right"
"259",13746,1,"low",0.15,NA,99,"right","right"
"260",13746,1,"low",0.15,NA,100,"right","right"
"261",13746,1,"low",0.15,NA,101,"right","right"
"262",13746,1,"low",0.15,NA,102,"right","right"
"263",13746,1,"low",0.15,NA,103,"right","right"
"264",13746,1,"low",0.15,NA,104,"right","right"
"265",13746,1,"low",0.15,NA,105,"right","right"
"266",13746,1,"low",0.15,NA,106,"right","right"
"267",13746,1,"low",0.15,NA,107,"right","right"
"268",13746,1,"low",0.15,NA,108,"right","right"
"269",13746,1,"low",0.15,NA,109,"right","left"
"270",13746,1,"low",0.15,NA,110,"left","right"
"271",13746,1,"low",0.15,NA,111,"left","right"
"272",13746,1,"low",0.15,NA,112,"left","right"
"273",13746,1,"low",0.15,NA,113,"right","right"
"274",13746,1,"low",0.15,NA,114,"right","right"
"275",13746,1,"low",0.15,NA,115,"right","right"
"276",13746,1,"low",0.15,NA,116,"right","right"
"277",13746,1,"low",0.15,NA,117,"right","right"
"278",13746,1,"low",0.15,NA,118,"right","right"
"279",13746,1,"low",0.15,NA,119,"right","right"
"280",13746,1,"low",0.15,NA,120,"right","right"
"281",13746,1,"high",0.4,NA,121,"right","right"
"282",13746,1,"high",0.4,NA,122,"right","left"
"283",13746,1,"high",0.4,NA,123,"left","right"
"284",13746,1,"high",0.4,NA,124,"left","right"
"285",13746,1,"high",0.4,NA,125,"right","left"
"286",13746,1,"high",0.4,NA,126,"left","left"
"287",13746,1,"high",0.4,NA,127,"left","left"
"288",13746,1,"high",0.4,NA,128,"left","right"
"289",13746,1,"high",0.4,NA,129,"right","right"
"290",13746,1,"high",0.4,NA,130,"right","left"
"291",13746,1,"high",0.4,NA,131,"left","right"
"292",13746,1,"high",0.4,NA,132,"right","left"
"293",13746,1,"high",0.4,NA,133,"left","right"
"294",13746,1,"high",0.4,NA,134,"right","left"
"295",13746,1,"high",0.4,NA,135,"right","left"
"296",13746,1,"high",0.4,NA,136,"right","right"
"297",13746,1,"low",0.85,NA,137,"left","left"
"298",13746,1,"low",0.85,NA,138,"right","left"
"299",13746,1,"low",0.85,NA,139,"left","left"
"300",13746,1,"low",0.85,NA,140,"left","left"
"301",13746,1,"low",0.85,NA,141,"left","right"
"302",13746,1,"low",0.85,NA,142,"right","left"
"303",13746,1,"low",0.85,NA,143,"left","left"
"304",13746,1,"low",0.85,NA,144,"left","right"
"305",13746,1,"low",0.85,NA,145,"right","left"
"306",13746,1,"low",0.85,NA,146,"left","left"
"307",13746,1,"low",0.85,NA,147,"left","left"
"308",13746,1,"low",0.85,NA,148,"left","left"
"309",13746,1,"low",0.85,NA,149,"left","right"
"310",13746,1,"low",0.85,NA,150,"right","left"
"311",13746,1,"low",0.85,NA,151,"left","left"
"312",13746,1,"low",0.85,NA,152,"left","left"
"313",13746,1,"low",0.85,NA,153,"left","left"
"314",13746,1,"low",0.85,NA,154,"left","right"
"315",13746,1,"low",0.85,NA,155,"right","left"
"316",13746,1,"low",0.85,NA,156,"left","left"
"317",13746,1,"low",0.85,NA,157,"left","left"
"318",13746,1,"low",0.85,NA,158,"right","left"
"319",13746,1,"low",0.85,NA,159,"left","left"
"320",13746,1,"low",0.85,NA,160,"left","left"
"321",13824,1,"low",0.85,NA,1,"left","left"
"322",13824,1,"low",0.85,NA,2,"left","left"
"323",13824,1,"low",0.85,NA,3,"left","right"
"324",13824,1,"low",0.85,NA,4,"left","left"
"325",13824,1,"low",0.85,NA,5,"left","right"
"326",13824,1,"low",0.85,NA,6,"left","left"
"327",13824,1,"low",0.85,NA,7,"left","left"
"328",13824,1,"low",0.85,NA,8,"left","left"
"329",13824,1,"low",0.85,NA,9,"left","left"
"330",13824,1,"low",0.85,NA,10,"left","left"
"331",13824,1,"low",0.85,NA,11,"left","left"
"332",13824,1,"low",0.85,NA,12,"left","left"
"333",13824,1,"low",0.85,NA,13,"left","left"
"334",13824,1,"low",0.85,NA,14,"left","left"
"335",13824,1,"low",0.85,NA,15,"left","right"
"336",13824,1,"low",0.85,NA,16,"left","left"
"337",13824,1,"low",0.85,NA,17,"left","left"
"338",13824,1,"low",0.85,NA,18,"left","left"
"339",13824,1,"low",0.85,NA,19,"left","right"
"340",13824,1,"low",0.85,NA,20,"left","left"
"341",13824,1,"high",0.4,NA,21,"left","left"
"342",13824,1,"high",0.4,NA,22,"left","right"
"343",13824,1,"high",0.4,NA,23,"left","right"
"344",13824,1,"high",0.4,NA,24,"right","right"
"345",13824,1,"high",0.4,NA,25,"right","left"
"346",13824,1,"high",0.4,NA,26,"right","right"
"347",13824,1,"high",0.4,NA,27,"right","left"
"348",13824,1,"high",0.4,NA,28,"right","right"
"349",13824,1,"high",0.4,NA,29,"right","right"
"350",13824,1,"high",0.4,NA,30,"right","right"
"351",13824,1,"high",0.4,NA,31,"right","right"
"352",13824,1,"high",0.4,NA,32,"right","left"
"353",13824,1,"high",0.4,NA,33,"right","left"
"354",13824,1,"high",0.4,NA,34,"left","right"
"355",13824,1,"high",0.4,NA,35,"left","right"
"356",13824,1,"high",0.4,NA,36,"right","right"
"357",13824,1,"high",0.4,NA,37,"right","right"
"358",13824,1,"high",0.4,NA,38,"right","right"
"359",13824,1,"high",0.4,NA,39,"right","right"
"360",13824,1,"high",0.4,NA,40,"right","right"
"361",13824,1,"high",0.4,NA,41,"right","left"
"362",13824,1,"high",0.4,NA,42,"right","right"
"363",13824,1,"high",0.4,NA,43,"right","left"
"364",13824,1,"high",0.4,NA,44,"right","right"
"365",13824,1,"high",0.6,NA,45,"right","right"
"366",13824,1,"high",0.6,NA,46,"right","right"
"367",13824,1,"high",0.6,NA,47,"right","right"
"368",13824,1,"high",0.6,NA,48,"right","left"
"369",13824,1,"high",0.6,NA,49,"right","right"
"370",13824,1,"high",0.6,NA,50,"right","left"
"371",13824,1,"high",0.6,NA,51,"right","right"
"372",13824,1,"high",0.6,NA,52,"right","left"
"373",13824,1,"high",0.6,NA,53,"right","left"
"374",13824,1,"high",0.6,NA,54,"left","left"
"375",13824,1,"high",0.6,NA,55,"left","right"
"376",13824,1,"high",0.6,NA,56,"left","right"
"377",13824,1,"high",0.6,NA,57,"right","left"
"378",13824,1,"high",0.6,NA,58,"right","left"
"379",13824,1,"high",0.6,NA,59,"left","left"
"380",13824,1,"high",0.6,NA,60,"left","left"
"381",13824,1,"high",0.6,NA,61,"left","right"
"382",13824,1,"high",0.6,NA,62,"left","left"
"383",13824,1,"high",0.6,NA,63,"left","right"
"384",13824,1,"high",0.6,NA,64,"left","left"
"385",13824,1,"low",0.15,NA,65,"left","right"
"386",13824,1,"low",0.15,NA,66,"left","right"
"387",13824,1,"low",0.15,NA,67,"right","right"
"388",13824,1,"low",0.15,NA,68,"right","right"
"389",13824,1,"low",0.15,NA,69,"right","right"
"390",13824,1,"low",0.15,NA,70,"right","right"
"391",13824,1,"low",0.15,NA,71,"right","right"
"392",13824,1,"low",0.15,NA,72,"right","right"
"393",13824,1,"low",0.15,NA,73,"right","right"
"394",13824,1,"low",0.15,NA,74,"right","left"
"395",13824,1,"low",0.15,NA,75,"right","right"
"396",13824,1,"low",0.15,NA,76,"right","right"
"397",13824,1,"low",0.15,NA,77,"right","right"
"398",13824,1,"low",0.15,NA,78,"right","right"
"399",13824,1,"low",0.15,NA,79,"right","right"
"400",13824,1,"low",0.15,NA,80,"right","left"
"401",13824,1,"high",0.6,NA,81,"right","left"
"402",13824,1,"high",0.6,NA,82,"left","right"
"403",13824,1,"high",0.6,NA,83,"left","right"
"404",13824,1,"high",0.6,NA,84,"right","left"
"405",13824,1,"high",0.6,NA,85,"right","left"
"406",13824,1,"high",0.6,NA,86,"left","left"
"407",13824,1,"high",0.6,NA,87,"left","left"
"408",13824,1,"high",0.6,NA,88,"left","left"
"409",13824,1,"high",0.6,NA,89,"left","left"
"410",13824,1,"high",0.6,NA,90,"left","left"
"411",13824,1,"high",0.6,NA,91,"left","left"
"412",13824,1,"high",0.6,NA,92,"left","left"
"413",13824,1,"high",0.6,NA,93,"left","right"
"414",13824,1,"high",0.6,NA,94,"left","left"
"415",13824,1,"high",0.6,NA,95,"left","left"
"416",13824,1,"high",0.6,NA,96,"left","left"
"417",13824,1,"low",0.15,NA,97,"left","right"
"418",13824,1,"low",0.15,NA,98,"left","left"
"419",13824,1,"low",0.15,NA,99,"left","left"
"420",13824,1,"low",0.15,NA,100,"left","right"
"421",13824,1,"low",0.15,NA,101,"left","right"
"422",13824,1,"low",0.15,NA,102,"right","right"
"423",13824,1,"low",0.15,NA,103,"right","right"
"424",13824,1,"low",0.15,NA,104,"right","right"
"425",13824,1,"low",0.15,NA,105,"right","right"
"426",13824,1,"low",0.15,NA,106,"right","right"
"427",13824,1,"low",0.15,NA,107,"right","right"
"428",13824,1,"low",0.15,NA,108,"right","right"
"429",13824,1,"low",0.15,NA,109,"right","right"
"430",13824,1,"low",0.15,NA,110,"right","right"
"431",13824,1,"low",0.15,NA,111,"right","right"
"432",13824,1,"low",0.15,NA,112,"right","left"
"433",13824,1,"low",0.15,NA,113,"right","left"
"434",13824,1,"low",0.15,NA,114,"left","left"
"435",13824,1,"low",0.15,NA,115,"left","right"
"436",13824,1,"low",0.15,NA,116,"left","right"
"437",13824,1,"low",0.15,NA,117,"right","left"
"438",13824,1,"low",0.15,NA,118,"right","right"
"439",13824,1,"low",0.15,NA,119,"right","right"
"440",13824,1,"low",0.15,NA,120,"right","right"
"441",13824,1,"high",0.4,NA,121,"right","right"
"442",13824,1,"high",0.4,NA,122,"right","right"
"443",13824,1,"high",0.4,NA,123,"right","right"
"444",13824,1,"high",0.4,NA,124,"right","right"
"445",13824,1,"high",0.4,NA,125,"right","right"
"446",13824,1,"high",0.4,NA,126,"right","left"
"447",13824,1,"high",0.4,NA,127,"right","right"
"448",13824,1,"high",0.4,NA,128,"right","left"
"449",13824,1,"high",0.4,NA,129,"right","right"
"450",13824,1,"high",0.4,NA,130,"right","right"
"451",13824,1,"high",0.4,NA,131,"right","left"
"452",13824,1,"high",0.4,NA,132,"right","right"
"453",13824,1,"high",0.4,NA,133,"right","right"
"454",13824,1,"high",0.4,NA,134,"right","right"
"455",13824,1,"high",0.4,NA,135,"right","right"
"456",13824,1,"high",0.4,NA,136,"right","right"
"457",13824,1,"low",0.85,NA,137,"right","left"
"458",13824,1,"low",0.85,NA,138,"left","left"
"459",13824,1,"low",0.85,NA,139,"left","left"
"460",13824,1,"low",0.85,NA,140,"left","left"
"461",13824,1,"low",0.85,NA,141,"left","right"
"462",13824,1,"low",0.85,NA,142,"right","left"
"463",13824,1,"low",0.85,NA,143,"left","left"
"464",13824,1,"low",0.85,NA,144,"left","left"
"465",13824,1,"low",0.85,NA,145,"left","left"
"466",13824,1,"low",0.85,NA,146,"left","left"
"467",13824,1,"low",0.85,NA,147,"left","left"
"468",13824,1,"low",0.85,NA,148,"left","left"
"469",13824,1,"low",0.85,NA,149,"left","left"
"470",13824,1,"low",0.85,NA,150,"left","left"
"471",13824,1,"low",0.85,NA,151,"left","right"
"472",13824,1,"low",0.85,NA,152,"left","right"
"473",13824,1,"low",0.85,NA,153,"right","left"
"474",13824,1,"low",0.85,NA,154,"right","left"
"475",13824,1,"low",0.85,NA,155,"left","left"
"476",13824,1,"low",0.85,NA,156,"left","left"
"477",13824,1,"low",0.85,NA,157,"left","left"
"478",13824,1,"low",0.85,NA,158,"left","left"
"479",13824,1,"low",0.85,NA,159,"left","left"
"480",13824,1,"low",0.85,NA,160,"left","left"
"481",17471,1,"low",0.85,NA,1,"right","left"
"482",17471,1,"low",0.85,NA,2,"right","left"
"483",17471,1,"low",0.85,NA,3,"right","left"
"484",17471,1,"low",0.85,NA,4,"left","left"
"485",17471,1,"low",0.85,NA,5,"right","left"
"486",17471,1,"low",0.85,NA,6,"left","left"
"487",17471,1,"low",0.85,NA,7,"right","left"
"488",17471,1,"low",0.85,NA,8,"left","left"
"489",17471,1,"low",0.85,NA,9,"left","left"
"490",17471,1,"low",0.85,NA,10,"right","left"
"491",17471,1,"low",0.85,NA,11,"left","left"
"492",17471,1,"low",0.85,NA,12,"left","left"
"493",17471,1,"low",0.85,NA,13,"left","left"
"494",17471,1,"low",0.85,NA,14,"left","left"
"495",17471,1,"low",0.85,NA,15,"right","left"
"496",17471,1,"low",0.85,NA,16,"left","left"
"497",17471,1,"low",0.85,NA,17,"left","left"
"498",17471,1,"low",0.85,NA,18,"left","left"
"499",17471,1,"low",0.85,NA,19,"right","left"
"500",17471,1,"low",0.85,NA,20,"left","left"
"501",17471,1,"high",0.4,NA,21,"left","right"
"502",17471,1,"high",0.4,NA,22,"right","right"
"503",17471,1,"high",0.4,NA,23,"right","left"
"504",17471,1,"high",0.4,NA,24,"left","right"
"505",17471,1,"high",0.4,NA,25,"right","right"
"506",17471,1,"high",0.4,NA,26,"right","right"
"507",17471,1,"high",0.4,NA,27,"right","left"
"508",17471,1,"high",0.4,NA,28,"right","right"
"509",17471,1,"high",0.4,NA,29,"right","left"
"510",17471,1,"high",0.4,NA,30,"left","right"
"511",17471,1,"high",0.4,NA,31,"right","left"
"512",17471,1,"high",0.4,NA,32,"left","right"
"513",17471,1,"high",0.4,NA,33,"right","right"
"514",17471,1,"high",0.4,NA,34,"right","left"
"515",17471,1,"high",0.4,NA,35,"left","right"
"516",17471,1,"high",0.4,NA,36,"left","left"
"517",17471,1,"high",0.4,NA,37,"left","left"
"518",17471,1,"high",0.4,NA,38,"right","right"
"519",17471,1,"high",0.4,NA,39,"right","right"
"520",17471,1,"high",0.4,NA,40,"left","left"
"521",17471,1,"high",0.4,NA,41,"right","right"
"522",17471,1,"high",0.4,NA,42,"left","right"
"523",17471,1,"high",0.4,NA,43,"right","right"
"524",17471,1,"high",0.4,NA,44,"right","left"
"525",17471,1,"high",0.6,NA,45,"left","left"
"526",17471,1,"high",0.6,NA,46,"left","right"
"527",17471,1,"high",0.6,NA,47,"right","left"
"528",17471,1,"high",0.6,NA,48,"right","right"
"529",17471,1,"high",0.6,NA,49,"right","left"
"530",17471,1,"high",0.6,NA,50,"left","right"
"531",17471,1,"high",0.6,NA,51,"left","left"
"532",17471,1,"high",0.6,NA,52,"left","right"
"533",17471,1,"high",0.6,NA,53,"right","left"
"534",17471,1,"high",0.6,NA,54,"left","left"
"535",17471,1,"high",0.6,NA,55,"left","right"
"536",17471,1,"high",0.6,NA,56,"right","left"
